block_duration_min,start_hour,passenger_trains,goods_trains,special_trains,express_trains,regular_passenger_trains,corridor_congestion,peak_hour,criticality,maintenance_priority,traffic_impact_score
86,10,11,8,0,4,7,59,0,1,64,100.0
81,6,6,5,3,0,6,21,0,1,18,69.49
191,13,1,4,1,0,1,2,0,5,68,53.78
65,20,1,4,2,1,0,44,1,5,48,78.2
160,9,15,1,3,4,11,41,1,3,94,100.0
57,6,11,6,0,4,7,26,0,3,47,96.64
218,21,5,5,1,0,5,32,0,5,3,73.94
206,16,1,4,4,1,0,42,0,1,65,79.41
240,12,9,1,1,1,8,84,0,2,15,85.44
180,20,15,8,2,1,14,69,1,1,95,100.0
69,10,1,6,1,1,0,66,0,3,81,75.04
181,9,14,3,0,3,11,64,1,1,83,100.0
112,7,15,10,1,4,11,58,1,3,12,100.0
169,12,13,9,3,6,7,66,0,2,92,100.0
87,22,1,6,3,0,1,85,0,2,65,60.13
73,16,2,7,1,0,2,13,0,3,84,60.98
72,12,1,5,4,0,1,47,0,2,11,56.72
58,14,3,10,2,2,1,37,0,5,29,88.59
108,18,8,0,0,3,5,100,1,2,90,100.0
122,11,4,4,2,1,3,32,0,3,37,68.63
121,8,5,3,4,4,1,88,1,5,23,100.0
117,15,7,9,0,3,4,15,0,5,1,96.42
200,20,8,1,1,5,3,57,1,4,18,100.0
34,11,11,8,4,5,6,14,0,4,61,100.0
146,17,9,7,4,2,7,77,1,2,63,100.0
179,18,7,6,4,3,4,39,1,4,10,100.0
57,8,4,4,0,1,3,82,1,4,65,83.27
86,21,4,10,1,3,1,39,0,2,29,91.42
197,12,12,6,4,5,7,65,0,3,3,100.0
168,10,5,7,2,0,5,33,0,3,45,81.42
190,12,12,4,0,1,11,82,0,3,20,99.07
133,16,7,9,4,4,3,57,0,5,78,100.0
132,15,10,0,1,5,5,31,0,5,37,100.0
86,17,0,1,4,0,0,11,1,1,23,52.24
62,17,6,1,3,4,2,61,1,2,20,98.11
71,8,5,7,2,5,0,51,1,4,72,100.0
58,12,7,1,4,3,4,6,0,4,11,90.55
106,7,15,7,3,0,15,25,1,1,87,100.0
203,10,3,1,2,3,0,48,0,1,24,72.1
146,12,0,1,1,0,0,39,0,2,55,47.01
213,8,7,0,3,1,6,5,1,5,27,100.0
51,16,6,1,3,0,6,66,0,5,61,88.21
126,22,5,7,4,5,0,95,0,5,10,100.0
210,10,10,3,2,3,7,92,0,5,92,100.0
64,13,5,1,1,2,3,56,0,2,10,68.27
181,21,15,1,3,0,15,20,0,5,86,100.0
49,8,5,8,2,2,3,84,1,2,80,100.0
162,5,14,5,2,3,11,2,0,3,31,100.0
73,8,12,1,3,6,6,82,1,2,50,100.0
135,12,0,9,1,0,0,79,0,5,88,76.4
102,10,9,1,3,5,4,65,0,2,25,100.0
228,11,12,6,3,0,12,2,0,1,6,100.0
184,11,15,3,0,1,14,43,0,2,49,100.0
134,19,8,1,3,2,6,47,1,3,76,100.0
169,18,14,3,3,3,11,36,1,1,86,100.0
122,9,7,6,3,5,2,77,1,3,3,100.0
193,16,7,9,3,4,3,40,0,2,79,100.0
208,13,4,0,1,0,4,78,0,1,100,59.72
166,19,14,6,4,6,8,93,1,4,31,100.0
141,8,8,1,3,5,3,54,1,2,87,100.0
129,13,5,1,1,3,2,92,0,4,1,82.6
51,19,13,5,4,3,10,57,1,4,68,100.0
81,14,11,5,2,2,9,70,0,5,32,100.0
230,7,2,3,0,0,2,56,1,1,26,65.59
164,14,1,10,3,1,0,92,0,2,52,85.78
106,8,4,0,3,3,1,89,1,4,94,100.0
36,16,15,8,1,5,10,28,0,1,6,100.0
79,12,15,2,3,5,10,73,0,2,34,100.0
143,16,6,10,1,2,4,97,0,3,17,100.0
38,21,6,10,4,5,1,3,0,5,88,100.0
89,13,4,7,3,2,2,80,0,5,36,100.0
89,19,14,9,2,5,9,38,1,1,2,100.0
111,8,5,4,3,3,2,47,1,2,15,98.59
36,15,13,9,3,4,9,62,0,3,96,100.0
222,17,14,2,0,4,10,85,1,5,98,100.0
73,10,3,4,0,1,2,77,0,4,4,61.76
121,18,13,7,0,6,7,21,1,5,42,100.0
49,12,8,1,4,6,2,69,0,1,5,100.0
239,18,3,10,2,3,0,37,1,1,19,100.0
121,5,3,1,3,3,0,82,0,5,40,92.61
214,10,11,8,0,0,11,21,0,2,43,98.19
189,13,14,10,2,1,13,2,0,2,81,100.0
31,15,4,1,4,2,2,12,0,3,40,71.01
170,9,15,9,2,4,11,22,1,5,39,100.0
38,17,5,8,2,0,5,82,1,5,97,100.0
120,14,4,6,0,1,3,21,0,3,26,55.25
200,5,11,2,4,4,7,78,0,3,25,100.0
37,10,2,2,0,1,1,0,0,2,95,35.16
196,19,6,7,0,6,0,51,1,5,20,100.0
185,18,9,5,1,5,4,86,1,2,26,100.0
110,5,13,0,4,3,10,21,0,4,54,100.0
77,5,3,4,2,2,1,13,0,2,97,69.46
58,22,0,9,4,0,0,75,0,2,7,77.5
105,8,11,7,0,4,7,27,1,1,8,100.0
193,8,15,6,2,5,10,43,1,5,5,100.0
135,18,6,2,2,3,3,36,1,3,52,99.69
144,16,11,2,1,1,10,95,0,3,29,100.0
201,18,13,6,4,6,7,6,1,5,33,100.0
52,10,9,2,2,1,8,41,0,3,69,89.73
193,9,8,10,2,4,4,12,1,1,40,100.0
172,12,14,6,4,2,12,4,0,4,77,100.0
82,7,0,1,1,0,0,48,1,5,36,55.75
189,16,4,5,1,4,0,78,0,2,28,93.41
47,6,8,7,4,2,6,9,0,2,95,100.0
216,7,15,6,0,5,10,15,1,1,99,100.0
76,6,4,0,2,1,3,35,0,5,87,68.61
49,10,0,5,0,0,0,15,0,1,83,21.47
220,17,5,10,0,3,2,75,1,5,50,100.0
56,13,12,3,2,3,9,52,0,3,89,100.0
162,10,1,4,4,1,0,88,0,3,19,80.55
36,10,5,0,4,2,3,1,0,5,78,80.27
45,22,2,3,1,1,1,29,0,4,60,63.03
51,21,1,4,1,1,0,57,0,1,48,41.55
121,8,6,1,1,6,0,75,1,4,39,100.0
205,17,6,6,0,4,2,8,1,3,48,100.0
113,22,2,6,2,2,0,83,0,1,64,89.23
155,13,3,9,4,2,1,79,0,2,26,100.0
126,20,13,7,2,4,9,33,1,3,89,100.0
216,7,1,3,4,0,1,8,1,1,42,69.51
219,7,6,3,2,3,3,92,1,3,48,100.0
212,22,13,8,2,6,7,12,0,1,59,100.0
147,22,0,6,4,0,0,3,0,3,8,65.25
41,22,3,1,2,3,0,1,0,5,81,57.9
88,9,9,5,0,1,8,72,1,2,66,99.86
37,18,0,1,1,0,0,18,1,2,69,34.41
196,17,6,4,3,5,1,56,1,3,80,100.0
235,8,5,3,0,3,2,83,1,2,96,97.85
129,17,15,4,1,3,12,15,1,4,91,100.0
139,14,4,2,1,3,1,8,0,4,12,64.77
75,16,4,5,0,3,1,65,0,5,50,79.33
160,20,6,10,2,5,1,40,1,3,16,100.0
165,9,13,0,3,1,12,21,1,3,25,100.0
73,11,3,4,4,0,3,21,0,4,51,64.62
105,9,5,9,3,4,1,88,1,3,11,100.0
34,7,5,4,4,2,3,4,1,2,16,83.49
213,17,9,3,3,0,9,89,1,1,46,100.0
100,22,13,2,2,1,12,88,0,1,79,100.0
123,22,2,6,0,2,0,5,0,1,24,50.21
144,17,11,7,0,4,7,88,1,3,59,100.0
70,16,2,0,2,0,2,86,0,4,32,59.9
57,18,4,5,4,3,1,80,1,2,71,100.0
151,21,12,3,1,4,8,62,0,3,93,100.0
40,16,5,4,2,0,5,73,0,4,89,80.31
33,17,15,6,2,3,12,98,1,1,54,100.0
76,20,1,0,2,1,0,77,1,5,82,77.24
160,7,2,2,0,1,1,19,1,2,83,65.08
188,13,13,9,1,3,10,36,0,5,60,100.0
161,11,11,6,0,1,10,51,0,4,79,100.0
181,7,9,1,4,1,8,80,1,2,91,100.0
233,11,7,7,3,1,6,81,0,2,66,100.0
86,9,11,5,4,6,5,88,1,1,74,100.0
110,15,5,9,4,3,2,59,0,4,42,100.0
182,11,3,0,2,3,0,22,0,4,82,76.35
227,21,5,10,4,0,5,12,0,2,57,97.06
181,6,3,5,3,2,1,14,0,3,42,78.3
228,16,12,1,0,1,11,59,0,1,9,90.62
83,15,11,4,4,5,6,88,0,2,30,100.0
115,15,3,6,2,1,2,18,0,3,9,67.24
128,20,2,4,0,2,0,16,1,1,19,58.67
37,5,6,10,1,2,4,70,0,1,28,87.02
147,12,2,6,0,1,1,75,0,1,91,65.12
232,21,5,5,1,4,1,42,0,5,68,100.0
77,17,7,6,2,6,1,55,1,2,73,100.0
62,9,11,6,0,4,7,73,1,4,39,100.0
62,20,13,3,0,4,9,25,1,4,63,100.0
181,10,7,3,4,3,4,10,0,3,70,95.02
132,21,7,10,1,1,6,23,0,5,13,97.85
229,9,3,7,0,2,1,66,1,2,3,89.37
167,21,3,4,3,3,0,32,0,3,20,85.06
203,22,9,10,0,5,4,5,0,4,14,100.0
68,14,4,0,2,3,1,61,0,2,49,69.34
34,14,11,6,4,0,11,37,0,2,42,94.38
178,18,8,4,4,6,2,74,1,2,82,100.0
125,14,15,2,1,5,10,83,0,4,99,100.0
110,13,4,9,4,3,1,76,0,1,85,100.0
55,11,14,3,0,3,11,43,0,1,74,100.0
135,9,11,5,2,4,7,11,1,5,73,100.0
68,18,13,7,1,6,7,96,1,2,67,100.0
188,16,8,3,4,5,3,45,0,5,31,100.0
77,6,1,1,4,1,0,43,0,4,47,63.48
173,16,0,2,2,0,0,29,0,2,72,49.32
55,6,0,7,4,0,0,71,0,2,7,53.9
155,7,1,2,0,0,1,45,1,5,15,66.21
61,9,7,0,3,4,3,54,1,4,51,100.0
175,21,2,4,3,2,0,100,0,4,84,98.89
73,14,3,2,1,3,0,71,0,5,93,82.72
58,22,13,9,0,5,8,47,0,5,29,100.0
226,12,1,7,3,1,0,87,0,1,47,98.9
87,14,13,3,0,5,8,73,0,1,21,100.0
157,12,5,5,4,5,0,28,0,4,8,100.0
138,8,8,1,1,6,2,99,1,2,29,100.0
68,14,2,8,1,1,1,64,0,1,12,62.22
170,12,12,7,3,6,6,39,0,4,13,100.0
110,16,15,7,1,4,11,37,0,1,16,100.0
186,21,3,3,2,2,1,50,0,4,92,92.72
109,18,0,3,1,0,0,28,1,2,48,55.49
43,14,15,4,3,0,15,3,0,5,78,100.0
233,20,1,6,3,1,0,65,1,5,91,100.0
97,21,6,8,0,0,6,83,0,5,24,87.99
59,20,7,2,2,6,1,33,1,1,65,100.0
174,17,11,5,0,3,8,59,1,5,86,100.0
42,7,7,5,3,6,1,9,1,5,68,100.0
111,22,13,2,1,2,11,38,0,1,1,87.9
240,17,14,6,1,3,11,84,1,1,61,100.0
105,13,2,8,4,1,1,43,0,1,5,70.48
233,10,1,8,0,1,0,6,0,4,58,63.16
45,9,5,5,4,2,3,65,1,4,66,100.0
159,12,0,9,4,0,0,98,0,3,93,89.49
85,13,8,6,1,0,8,72,0,3,5,84.81
130,10,12,4,0,3,9,9,0,3,60,95.54
134,19,0,3,0,0,0,3,1,5,54,51.57
133,5,15,9,2,0,15,94,0,4,97,100.0
55,5,14,7,2,4,10,27,0,5,35,100.0
239,7,3,3,0,1,2,100,1,4,45,89.07
84,9,0,1,4,0,0,2,1,5,86,66.04
221,9,9,7,0,0,9,35,1,4,100,100.0
151,13,4,5,1,0,4,75,0,4,59,83.39
233,12,0,7,1,0,0,97,0,4,57,78.8
71,22,6,1,1,5,1,28,0,1,51,78.56
139,6,2,6,0,0,2,100,0,2,68,59.18
137,16,11,2,3,6,5,6,0,1,4,100.0
119,20,13,0,1,3,10,65,1,3,51,100.0
81,12,6,4,2,3,3,11,0,3,80,82.6
71,12,12,6,3,6,6,81,0,5,32,100.0
137,20,4,9,2,4,0,58,1,1,60,100.0
186,22,3,3,4,2,1,29,0,3,7,86.0
203,5,5,6,2,4,1,7,0,3,39,86.94
230,8,9,6,4,1,8,16,1,5,61,100.0
50,15,3,2,0,1,2,28,0,4,79,52.16
78,18,15,9,3,5,10,9,1,3,9,100.0
127,5,13,0,3,1,12,22,0,4,78,100.0
165,5,13,7,3,6,7,95,0,3,26,100.0
117,11,3,6,3,0,3,47,0,1,49,78.75
65,16,3,10,3,1,2,99,0,3,50,100.0
176,16,10,3,1,3,7,84,0,2,14,99.36
65,11,7,10,1,3,4,44,0,4,96,100.0
148,15,5,0,0,3,2,20,0,2,8,62.59
104,20,3,9,4,1,2,38,1,3,41,100.0
194,11,15,8,4,6,9,25,0,5,31,100.0
227,20,11,6,1,6,5,57,1,1,48,100.0
144,11,8,3,0,0,8,5,0,1,37,58.3
95,9,6,9,1,1,5,13,1,3,57,98.37
115,21,12,7,0,0,12,97,0,5,91,100.0
196,13,11,4,1,0,11,67,0,4,62,95.37
212,22,13,5,4,0,13,72,0,2,95,100.0
153,7,0,8,3,0,0,0,1,4,63,81.53
176,5,9,0,2,0,9,51,0,3,28,86.88
107,16,5,4,2,4,1,39,0,3,62,87.25
59,11,9,6,3,0,9,88,0,3,13,100.0
79,10,8,3,3,5,3,24,0,4,43,100.0
101,7,13,9,4,4,9,17,1,4,66,100.0
198,11,13,9,2,1,12,65,0,2,71,100.0
103,16,5,0,3,0,5,46,0,1,24,64.55
115,16,13,9,2,0,13,57,0,5,15,100.0
136,19,12,4,1,5,7,75,1,5,55,100.0
44,10,14,5,2,0,14,5,0,2,95,96.41
222,6,14,2,1,6,8,52,0,1,48,100.0
209,16,13,3,4,1,12,79,0,3,74,100.0
95,9,12,4,2,0,12,92,1,3,81,100.0
189,20,6,1,3,1,5,78,1,5,1,100.0
218,10,2,9,4,1,1,48,0,3,2,100.0
218,8,13,10,3,2,11,16,1,2,68,100.0
128,21,13,3,4,4,9,12,0,1,65,100.0
136,14,2,3,0,0,2,14,0,1,36,32.38
51,10,3,7,4,1,2,70,0,5,60,85.36
52,12,8,6,2,4,4,24,0,1,35,90.77
110,8,7,5,2,5,2,34,1,4,68,100.0
55,6,8,2,3,6,2,29,0,5,14,100.0
154,17,2,9,2,2,0,74,1,5,33,100.0
119,11,14,5,2,1,13,34,0,1,83,100.0
56,16,6,0,1,4,2,61,0,4,71,87.09
213,20,11,0,0,3,8,41,1,4,100,100.0
111,13,0,6,4,0,0,48,0,5,25,68.81
135,9,12,1,3,1,11,5,1,2,48,100.0
58,14,5,7,1,1,4,99,0,4,32,83.74
122,19,10,7,0,1,9,76,1,2,92,100.0
123,18,4,8,4,1,3,88,1,5,40,100.0
34,20,0,2,1,0,0,2,1,1,42,40.72
31,5,7,0,4,2,5,16,0,2,47,82.05
204,7,14,1,3,4,10,60,1,1,21,100.0
222,13,15,7,4,5,10,69,0,2,52,100.0
110,15,0,0,3,0,0,36,0,1,20,32.27
102,21,3,5,0,1,2,20,0,1,61,44.24
160,7,15,4,0,4,11,75,1,4,36,100.0
56,9,10,5,4,3,7,85,1,3,37,100.0
129,22,2,7,0,1,1,22,0,5,32,64.34
192,5,5,6,4,2,3,12,0,2,65,100.0
62,19,5,6,1,4,1,2,1,4,72,90.74
85,15,4,8,1,4,0,97,0,4,99,100.0
123,9,14,0,3,1,13,6,1,2,17,100.0
54,5,1,10,1,0,1,92,0,4,78,66.62
224,14,4,6,1,4,0,48,0,3,92,98.63
157,15,0,8,0,0,0,69,0,5,24,66.68
171,15,5,2,3,4,1,94,0,1,37,100.0
230,12,0,0,2,0,0,47,0,4,83,55.72
206,11,4,6,1,0,4,64,0,5,85,90.89
172,18,6,5,4,6,0,79,1,1,25,100.0
223,20,9,5,0,3,6,40,1,1,8,100.0
131,15,15,5,0,2,13,73,0,1,23,100.0
120,21,12,10,3,1,11,34,0,5,41,100.0
186,8,12,8,2,0,12,58,1,3,89,100.0
205,13,6,1,2,5,1,47,0,4,12,100.0
151,16,11,3,4,3,8,14,0,3,76,100.0
170,10,9,8,4,4,5,51,0,1,29,100.0
171,11,13,2,2,5,8,82,0,1,87,100.0
218,5,10,9,4,5,5,5,0,1,89,100.0
89,22,5,1,1,3,2,93,0,5,63,95.13
126,11,2,10,2,0,2,88,0,2,82,83.97
208,21,10,4,4,0,10,94,0,1,29,100.0
161,12,8,9,3,0,8,31,0,5,52,100.0
100,9,2,7,1,1,1,52,1,3,75,74.92
223,14,0,8,2,0,0,85,0,2,23,65.73
119,17,1,6,4,0,1,17,1,5,85,86.27
183,5,0,10,2,0,0,99,0,2,20,77.18
229,14,7,8,0,6,1,65,0,3,47,100.0
47,22,0,7,4,0,0,19,0,1,4,53.72
160,22,8,0,1,0,8,5,0,2,59,55.56
55,17,7,5,2,3,4,67,1,1,14,100.0
219,12,7,0,4,5,2,5,0,2,16,100.0
127,20,2,6,0,0,2,79,1,5,29,77.03
165,16,5,3,1,5,0,80,0,4,39,100.0
79,17,11,2,2,2,9,12,1,2,73,100.0
218,22,1,8,4,1,0,39,0,1,49,82.86
139,5,9,6,0,1,8,3,0,2,17,83.47
82,21,6,4,3,1,5,16,0,3,61,74.14
187,7,12,6,0,2,10,36,1,5,78,100.0
240,10,1,4,3,0,1,41,0,3,34,70.64
218,14,4,3,2,3,1,93,0,5,61,100.0
218,14,7,9,4,3,4,35,0,2,99,100.0
187,6,13,9,0,5,8,42,0,3,58,100.0
136,6,4,6,1,2,2,70,0,3,67,79.62
156,12,4,6,0,4,0,38,0,3,93,82.72
223,5,3,8,4,1,2,43,0,1,43,93.47
167,22,10,1,2,1,9,87,0,5,8,100.0
115,20,11,6,0,4,7,41,1,3,19,100.0
54,18,15,8,1,2,13,54,1,1,72,100.0
34,19,5,3,3,1,4,67,1,2,44,82.39
81,11,9,2,1,4,5,55,0,4,23,93.08
223,15,3,5,0,0,3,60,0,4,60,59.68
159,7,12,1,0,5,7,35,1,2,15,100.0
218,6,5,0,2,2,3,94,0,1,12,86.02
171,13,7,9,3,3,4,44,0,5,9,100.0
238,16,9,3,0,0,9,11,0,2,3,71.73
113,14,12,9,3,4,8,59,0,3,24,100.0
213,21,15,2,3,4,11,35,0,5,40,100.0
228,19,4,5,4,2,2,32,1,3,1,100.0
165,8,1,1,0,1,0,53,1,3,48,63.18
33,12,12,8,3,0,12,6,0,4,65,100.0
229,22,7,8,4,5,2,35,0,1,78,100.0
64,5,1,1,2,0,1,45,0,4,15,47.34
166,20,2,2,4,1,1,70,1,4,14,83.21
79,19,2,1,0,1,1,69,1,3,40,53.82
72,8,9,5,4,3,6,16,1,2,30,100.0
237,18,2,7,1,1,1,30,1,4,13,83.57
43,13,2,0,4,2,0,40,0,4,43,68.27
53,12,9,7,1,6,3,49,0,1,8,95.05
121,6,12,6,0,3,9,57,0,4,63,100.0
67,19,8,6,0,0,8,42,1,5,87,94.47
155,19,5,5,1,4,1,24,1,2,17,100.0
232,21,2,2,1,2,0,67,0,1,7,64.65
203,12,4,8,1,3,1,31,0,3,61,94.33
94,5,10,2,1,4,6,19,0,1,40,83.34
94,12,0,9,0,0,0,16,0,3,77,42.35
235,14,11,5,2,5,6,29,0,3,86,100.0
31,13,15,7,3,4,11,29,0,3,17,100.0
77,19,15,0,1,4,11,61,1,5,60,100.0
146,6,7,3,4,1,6,46,0,5,56,100.0
59,14,14,2,0,2,12,15,0,5,89,100.0
37,6,14,3,2,5,9,35,0,5,91,100.0
187,12,0,0,2,0,0,75,0,5,82,59.17
78,6,14,10,3,5,9,53,0,5,59,100.0
184,17,13,7,1,2,11,20,1,3,90,100.0
93,14,12,0,4,5,7,63,0,5,37,100.0
238,8,13,3,0,5,8,28,1,2,65,100.0
191,12,7,0,1,5,2,47,0,4,80,99.43
35,16,6,4,4,2,4,56,0,5,67,95.87
78,17,13,2,4,2,11,81,1,5,71,100.0
101,6,5,6,4,3,2,39,0,4,84,100.0
50,12,9,6,4,4,5,65,0,5,11,100.0
74,8,14,2,3,5,9,85,1,2,79,100.0
75,22,11,8,4,5,6,53,0,3,46,100.0
62,6,14,7,3,6,8,5,0,4,12,100.0
64,5,4,7,4,0,4,85,0,1,63,95.23
70,9,9,3,0,5,4,36,1,3,44,100.0
124,6,11,5,1,1,10,81,0,3,83,100.0
106,9,3,2,1,3,0,4,1,4,4,77.36
179,13,7,4,1,3,4,79,0,5,12,97.06
109,12,14,0,1,6,8,24,0,3,24,100.0
120,18,7,2,2,6,1,4,1,5,71,100.0
121,16,5,5,1,3,2,53,0,5,2,88.52
34,16,10,6,1,4,6,31,0,3,52,100.0
108,19,15,5,2,0,15,8,1,2,34,100.0
232,9,6,4,2,6,0,47,1,1,18,100.0
205,19,10,8,1,4,6,41,1,4,86,100.0
234,11,12,5,1,5,7,87,0,4,31,100.0
232,17,12,1,3,2,10,59,1,2,72,100.0
95,17,7,2,4,2,5,85,1,4,19,100.0
197,13,1,0,4,0,1,46,0,1,95,62.53
74,20,14,2,2,5,9,65,1,1,8,100.0
218,15,15,8,3,3,12,45,0,5,25,100.0
46,11,11,7,3,5,6,48,0,2,100,100.0
171,10,12,9,4,1,11,24,0,5,51,100.0
149,15,5,4,1,0,5,9,0,5,20,63.15
233,10,5,7,4,3,2,38,0,1,12,100.0
107,22,15,1,4,5,10,60,0,1,19,100.0
159,9,0,6,2,0,0,64,1,4,56,80.55
54,6,1,0,1,0,1,35,0,3,94,38.03
33,20,7,10,2,3,4,11,1,2,82,100.0
208,6,10,9,1,4,6,44,0,1,28,100.0
143,22,7,10,4,1,6,12,0,2,98,100.0
100,20,3,5,2,0,3,34,1,2,74,67.35
106,6,2,2,1,2,0,76,0,4,62,77.05
134,21,10,0,2,3,7,53,0,5,100,100.0
99,12,15,8,3,2,13,17,0,3,32,100.0
70,9,5,1,3,1,4,86,1,3,94,100.0
223,10,10,8,4,3,7,72,0,5,98,100.0
53,9,6,6,4,2,4,6,1,2,83,97.77
45,22,13,6,3,6,7,15,0,1,83,100.0
192,15,2,0,4,2,0,23,0,4,57,79.33
131,17,7,9,2,0,7,70,1,4,1,100.0
181,14,5,9,1,1,4,74,0,2,18,99.02
131,19,12,4,0,5,7,97,1,3,71,100.0
56,12,4,2,0,0,4,63,0,2,48,43.28
133,11,4,8,2,2,2,29,0,1,7,67.72
182,12,1,4,3,1,0,91,0,2,59,83.68
86,11,1,1,1,0,1,37,0,4,26,42.9
144,9,14,8,3,3,11,54,1,1,61,100.0
178,16,13,5,2,3,10,77,0,1,9,100.0
53,22,14,9,2,0,14,2,0,4,87,100.0
73,16,3,8,1,0,3,69,0,5,59,79.16
93,17,2,9,3,2,0,100,1,1,6,94.72
92,10,14,2,1,0,14,99,0,2,98,100.0
222,14,12,7,3,4,8,64,0,3,44,100.0
107,12,14,10,3,1,13,98,0,4,1,100.0
147,15,1,3,0,0,1,65,0,3,38,50.24
65,9,13,2,2,3,10,100,1,4,22,100.0
100,17,4,10,3,0,4,91,1,2,68,100.0
235,17,0,4,1,0,0,32,1,1,99,58.64
66,14,2,0,3,0,2,51,0,1,30,53.94
162,18,4,3,1,2,2,91,1,4,82,100.0
195,6,11,8,4,1,10,84,0,1,61,100.0
137,13,12,1,3,0,12,90,0,3,94,100.0
46,5,12,4,3,3,9,24,0,4,85,100.0
150,8,7,2,1,3,4,18,1,3,67,100.0
110,13,2,6,0,0,2,92,0,1,50,59.47
109,12,3,4,4,1,2,11,0,5,11,73.5
78,8,0,7,2,0,0,11,1,3,48,64.86
39,8,7,2,1,1,6,42,1,2,36,76.27
213,5,2,8,3,0,2,76,0,5,16,90.15
219,19,8,9,4,4,4,8,1,5,79,100.0
100,14,12,4,1,5,7,100,0,1,59,100.0
203,12,5,4,3,3,2,51,0,4,73,100.0
67,14,15,5,4,4,11,60,0,2,89,100.0
237,6,10,8,2,0,10,57,0,4,72,100.0
51,10,11,0,2,0,11,21,0,5,74,89.85
77,16,14,5,0,1,13,47,0,5,84,100.0
47,16,9,3,0,3,6,60,0,4,60,83.76
45,14,6,5,0,1,5,90,0,3,55,76.61
183,5,2,9,2,0,2,63,0,2,30,62.49
72,16,0,6,2,0,0,11,0,5,96,55.49
121,22,0,2,4,0,0,49,0,1,67,57.43
212,11,7,0,0,3,4,90,0,3,75,93.78
201,20,13,7,0,3,10,75,1,3,95,100.0
64,10,5,3,2,0,5,50,0,1,32,59.04
154,22,7,10,0,1,6,27,0,5,47,100.0
35,22,6,5,4,3,3,32,0,2,88,98.97
230,7,5,4,3,5,0,43,1,5,70,100.0
218,17,2,10,2,2,0,96,1,2,46,100.0
171,7,9,6,2,2,7,48,1,5,68,100.0
131,15,14,9,2,3,11,64,0,1,78,100.0
210,18,10,6,4,3,7,54,1,5,12,100.0
236,5,13,0,1,4,9,94,0,1,39,100.0
240,19,4,6,0,4,0,32,1,2,76,100.0
171,9,11,4,0,6,5,18,1,3,44,100.0
223,21,3,1,1,2,1,97,0,2,48,73.44
52,8,5,1,0,5,0,55,1,5,54,93.31
169,22,6,5,3,6,0,88,0,4,72,100.0
220,17,8,4,3,3,5,1,1,4,87,100.0
189,22,5,8,1,1,4,77,0,1,100,93.46
41,16,13,8,4,5,8,83,0,5,20,100.0
235,12,0,7,3,0,0,21,0,2,42,67.47
106,10,11,0,4,1,10,98,0,1,11,100.0
164,13,5,3,0,5,0,40,0,3,64,100.0
139,6,9,4,0,0,9,97,0,5,17,93.24
223,17,9,5,3,1,8,25,1,1,9,100.0
210,18,15,1,4,0,15,5,1,2,18,100.0
138,17,7,1,0,6,1,15,1,4,53,100.0
105,18,13,9,4,5,8,74,1,3,100,100.0
183,19,4,2,0,4,0,4,1,2,66,83.21
50,19,0,0,0,0,0,95,1,5,7,49.54
82,9,9,1,2,6,3,77,1,5,23,100.0
199,5,4,7,4,0,4,76,0,3,8,96.38
52,19,10,1,0,0,10,26,1,3,11,78.78
212,10,15,5,0,3,12,81,0,5,12,100.0
163,8,1,4,1,1,0,66,1,2,21,72.77
113,11,15,1,4,6,9,87,0,3,43,100.0
36,14,9,8,1,3,6,57,0,5,49,100.0
54,6,11,3,2,5,6,94,0,4,9,100.0
89,5,3,6,3,0,3,57,0,1,98,78.7
106,9,4,1,0,4,0,25,1,3,19,67.72
201,13,4,0,2,3,1,91,0,3,100,90.75
160,20,4,8,0,3,1,87,1,4,68,100.0
202,11,6,0,4,5,1,54,0,5,94,100.0
33,9,2,2,3,2,0,94,1,5,97,100.0
68,19,12,3,0,4,8,47,1,5,90,100.0
111,22,8,0,3,2,6,39,0,3,19,91.86
192,15,11,10,1,0,11,82,0,2,53,100.0
98,5,15,7,4,0,15,17,0,5,55,100.0
209,20,3,9,3,0,3,0,1,3,22,92.36
170,8,4,9,3,4,0,52,1,5,93,100.0
210,20,15,9,2,4,11,10,1,4,94,100.0
224,13,6,3,0,3,3,81,0,5,68,98.33
149,5,12,8,3,0,12,71,0,1,65,100.0
196,19,13,7,1,5,8,74,1,1,10,100.0
182,12,2,0,2,1,1,95,0,5,40,78.4
178,17,15,3,0,5,10,53,1,5,73,100.0
190,6,7,7,3,1,6,19,0,2,77,93.54
51,5,9,8,4,3,6,87,0,5,63,100.0
31,6,0,9,2,0,0,36,0,1,93,43.02
199,16,12,6,2,6,6,63,0,1,10,100.0
102,6,4,4,4,1,3,13,0,1,47,82.4
134,16,15,7,2,2,13,67,0,2,15,100.0
130,7,7,1,0,4,3,66,1,5,45,100.0
185,9,12,6,0,2,10,98,1,5,72,100.0
83,20,0,4,1,0,0,3,1,2,47,49.24
137,5,9,0,2,3,6,44,0,5,15,97.55
93,5,12,6,1,5,7,22,0,3,89,100.0
52,22,3,5,3,1,2,75,0,3,1,77.64
67,10,13,8,0,0,13,33,0,4,64,100.0
178,11,10,5,4,1,9,9,0,1,84,100.0
104,12,2,10,2,2,0,3,0,1,93,84.26
115,8,5,0,0,3,2,15,1,4,59,76.36
49,17,9,8,2,3,6,52,1,3,24,100.0
201,21,10,0,3,0,10,88,0,2,69,97.26
141,12,1,0,1,0,1,44,0,3,52,47.96
