asset_id,department,asset_type,criticality,health_score,failure_risk,asset_age_years,days_since_inspection,defect_count,urgent_defect_count,max_safety_impact,repeat_failure,maintenance_count,corrective_maintenance_count,previous_failure_count,urgent_maintenance
ML-04168,TRD,OHE,3,81.77,43.67,14.5,125,2,1,2,1,6,3,1,1
ML-04169,ENGINEERING,Point & Crossing,4,67.82,50.36,14.7,68,1,0,1,0,1,0,0,0
ML-04170,TRD,OHE,4,79.81,43.72,14.9,65,2,2,3,1,4,0,1,0
ML-04171,TRD,OHE,4,67.89,52.16,12.3,81,5,1,3,0,3,1,2,0
ML-04172,ENGINEERING,Track,3,66.82,46.45,14.6,43,1,0,3,1,2,1,1,0
ML-04173,TRD,Section Insulator,1,60.15,42.03,22.2,28,2,1,5,1,3,1,1,1
ML-04174,TRD,Transformer,3,85.56,23.64,3.8,43,1,0,4,0,3,1,0,0
ML-04175,S&T,Signal,2,73.55,49.9,16.2,194,1,1,3,1,2,0,0,0
ML-04176,ENGINEERING,Point & Crossing,3,63.97,56.5,20.1,70,2,0,2,0,4,3,2,0
ML-04177,ENGINEERING,Track,4,74.76,47.86,8.6,81,0,0,0,0,1,1,0,0
ML-04178,ENGINEERING,Bridge,3,68.45,40.88,13.0,60,4,0,3,0,2,2,0,1
ML-04179,S&T,Axle Counter,1,88.31,20.71,11.3,37,1,0,2,0,1,1,0,0
ML-04180,TRD,Section Insulator,5,86.67,42.85,8.2,80,2,0,3,0,5,2,2,0
ML-04181,TRD,Section Insulator,5,63.01,71.69,25.2,95,4,2,3,0,4,2,2,0
ML-04182,S&T,Point Machine,2,86.3,30.63,11.5,75,0,0,0,0,0,0,0,1
ML-04183,ENGINEERING,Bridge,2,81.78,30.24,14.5,49,1,0,3,1,1,0,0,0
ML-04184,ENGINEERING,Bridge,3,76.77,43.93,14.1,45,2,1,3,1,3,0,2,0
ML-04185,ENGINEERING,Bridge,2,92.98,9.46,3.3,15,0,0,0,0,5,1,0,0
ML-04186,ENGINEERING,Track,3,80.65,41.66,15.1,115,1,0,2,0,1,1,1,0
ML-04187,ENGINEERING,Point & Crossing,3,65.78,52.8,21.9,63,0,0,0,0,5,2,3,1
ML-04188,S&T,Signal,2,83.13,27.79,7.0,13,0,0,0,1,2,0,1,0
ML-04189,S&T,Axle Counter,2,73.02,38.36,10.9,82,2,1,3,0,2,1,1,0
ML-04190,S&T,Signal,4,91.55,33.28,4.4,21,0,0,0,0,2,0,1,0
ML-04191,TRD,Section Insulator,5,63.79,60.49,16.1,127,0,0,0,1,4,1,2,0
ML-04192,S&T,Point Machine,4,63.18,65.17,17.8,103,0,0,0,0,4,1,4,0
ML-04193,TRD,OHE,1,77.05,28.33,9.4,48,0,0,0,0,2,0,1,0
ML-04194,TRD,Section Insulator,4,80.01,30.6,7.7,38,3,1,1,0,1,0,1,0
ML-04195,S&T,Point Machine,5,58.0,64.14,18.0,101,1,1,4,1,1,1,0,0
ML-04196,S&T,Signal,4,74.27,33.98,11.6,38,0,0,0,0,4,1,1,1
ML-04197,ENGINEERING,Bridge,3,65.27,51.69,18.4,119,1,0,3,0,4,2,2,0
ML-04198,TRD,Section Insulator,2,74.58,29.9,15.5,103,2,0,3,0,7,5,1,0
ML-04199,ENGINEERING,Bridge,5,68.15,63.45,14.3,14,3,2,3,0,5,3,2,0
ML-04200,ENGINEERING,Point & Crossing,2,60.69,44.2,14.0,28,2,0,5,1,3,2,0,0
ML-04201,ENGINEERING,Bridge,4,82.38,39.84,8.8,109,2,0,2,0,2,1,0,0
ML-04202,ENGINEERING,Track,1,79.92,32.83,14.9,111,0,0,0,1,3,1,1,0
ML-04203,ENGINEERING,Point & Crossing,2,90.79,29.28,9.1,156,3,1,3,0,4,2,2,0
ML-04204,S&T,Point Machine,4,62.05,55.69,25.2,180,2,1,3,1,1,0,0,0
ML-04205,TRD,Section Insulator,3,56.34,59.13,26.5,92,1,0,3,0,2,1,1,0
ML-04206,S&T,Signal,4,85.03,36.31,8.8,109,2,0,3,1,3,1,0,0
ML-04207,ENGINEERING,Track,4,92.19,33.19,4.6,32,0,0,0,0,2,0,0,0
ML-04208,TRD,Section Insulator,2,82.71,26.4,9.5,209,2,2,3,0,2,2,0,0
ML-04209,S&T,Axle Counter,4,76.08,48.72,10.7,89,1,0,4,0,1,1,0,0
ML-04210,ENGINEERING,Bridge,3,65.76,54.61,20.3,137,0,0,0,1,6,3,1,1
ML-04211,S&T,Axle Counter,5,76.7,43.66,10.1,139,1,0,3,1,1,0,0,0
ML-04212,ENGINEERING,Bridge,5,51.02,79.56,28.0,105,1,1,3,1,7,5,5,1
ML-04213,S&T,Signal,4,68.36,56.85,8.8,102,2,0,4,0,1,0,1,0
ML-04214,S&T,Point Machine,2,80.7,31.84,9.1,58,0,0,0,1,3,1,1,0
ML-04215,ENGINEERING,Bridge,5,72.52,62.21,18.5,35,2,0,1,0,4,2,2,0
ML-04216,S&T,Signal,3,83.56,38.38,12.8,62,1,0,1,0,4,2,2,0
ML-04217,TRD,OHE,3,81.33,40.3,8.5,67,1,1,1,0,2,2,0,0
ML-04218,S&T,Axle Counter,3,68.84,49.71,14.3,50,2,0,4,1,4,3,3,0
ML-04219,ENGINEERING,Bridge,3,69.85,48.48,20.8,48,2,0,1,1,3,2,3,0
ML-04220,S&T,Point Machine,2,81.88,30.86,11.6,45,2,1,1,1,6,0,0,0
ML-04221,S&T,Signal,4,81.56,40.23,10.0,131,1,1,3,0,2,1,0,0
ML-04222,S&T,Signal,4,72.02,41.8,10.8,121,4,2,4,1,4,3,1,0
ML-04223,S&T,Signal,5,65.54,62.63,14.1,127,2,1,3,1,5,4,3,0
ML-04224,S&T,Signal,2,78.3,34.47,8.0,20,4,1,2,0,4,1,0,0
ML-04225,S&T,Axle Counter,3,60.45,52.08,10.8,30,1,0,3,0,8,3,2,0
ML-04226,ENGINEERING,Point & Crossing,2,48.11,66.54,30.0,187,3,2,1,0,7,3,1,0
ML-04227,TRD,Transformer,3,74.91,35.63,9.2,104,3,1,3,1,2,1,0,0
ML-04228,ENGINEERING,Bridge,5,90.5,30.36,4.0,83,1,1,3,0,5,3,1,0
ML-04229,ENGINEERING,Point & Crossing,4,75.15,39.22,5.1,224,0,0,0,0,1,1,1,0
ML-04230,ENGINEERING,Bridge,3,91.49,29.4,1.7,82,1,0,1,1,5,2,1,0
ML-04231,ENGINEERING,Track,3,58.51,51.37,24.0,20,2,0,3,1,3,1,0,0
ML-04232,S&T,Axle Counter,1,99.13,17.74,9.1,21,0,0,0,1,3,1,1,0
ML-04233,TRD,Section Insulator,5,79.6,47.71,5.4,45,2,0,2,1,2,1,0,0
ML-04234,S&T,Point Machine,3,63.79,52.12,17.2,80,4,0,1,1,6,3,1,0
ML-04235,TRD,OHE,3,67.49,51.44,14.4,109,1,0,3,0,0,0,0,0
ML-04236,S&T,Signal,5,73.51,68.38,16.1,124,2,0,2,1,3,3,1,0
ML-04237,ENGINEERING,Point & Crossing,4,78.5,43.59,5.3,142,1,0,3,1,7,3,4,0
ML-04238,TRD,Section Insulator,4,78.8,55.42,14.4,261,1,0,3,1,5,2,2,1
ML-04239,TRD,Transformer,4,77.39,37.84,8.9,33,3,1,3,0,3,0,0,0
ML-04240,ENGINEERING,Track,3,73.69,45.62,16.1,255,0,0,0,1,6,2,1,0
ML-04241,S&T,Point Machine,4,56.38,70.62,17.9,65,0,0,0,0,7,5,4,1
ML-04242,ENGINEERING,Track,3,69.17,52.83,21.1,87,0,0,0,0,5,2,1,0
ML-04243,ENGINEERING,Track,3,68.08,49.76,17.3,76,0,0,0,0,4,0,1,0
ML-04244,ENGINEERING,Bridge,4,79.95,41.02,11.7,99,1,1,3,1,2,1,0,0
ML-04245,ENGINEERING,Bridge,2,78.9,40.99,17.6,52,1,0,3,0,5,3,2,0
ML-04246,S&T,Signal,4,60.23,67.26,15.0,131,4,0,1,1,7,6,4,0
ML-04247,ENGINEERING,Point & Crossing,3,51.73,61.01,20.1,115,2,2,3,0,4,3,2,0
ML-04248,ENGINEERING,Bridge,4,86.01,34.91,2.9,77,1,0,2,0,2,0,0,0
ML-04249,ENGINEERING,Bridge,4,89.48,34.59,2.4,90,1,0,3,0,6,0,2,0
ML-04250,TRD,Section Insulator,4,94.2,30.77,7.9,104,1,0,4,0,3,3,1,0
ML-04251,ENGINEERING,Bridge,3,67.12,49.61,13.6,32,0,0,0,1,2,1,0,1
ML-04252,TRD,OHE,2,90.64,25.34,11.7,32,0,0,0,0,2,2,0,0
ML-04253,ENGINEERING,Bridge,4,71.94,43.77,7.4,100,1,1,2,1,3,1,0,0
ML-04254,S&T,Point Machine,4,89.02,36.75,8.0,70,1,1,3,0,2,1,1,0
ML-04255,TRD,Transformer,3,71.52,49.23,22.6,90,1,0,3,0,4,2,0,0
ML-04256,S&T,Point Machine,3,56.27,58.97,30.0,63,1,0,5,1,2,0,0,0
ML-04257,ENGINEERING,Point & Crossing,1,92.22,22.1,6.7,119,0,0,0,0,1,0,0,0
ML-04258,S&T,Axle Counter,5,59.53,67.04,17.8,89,3,1,4,1,5,3,0,1
ML-04259,ENGINEERING,Bridge,4,87.26,30.77,4.5,157,1,0,3,1,1,0,0,0
ML-04260,TRD,Section Insulator,3,82.89,39.04,7.8,157,1,0,2,1,0,0,0,0
ML-04261,ENGINEERING,Point & Crossing,5,65.12,52.14,11.2,83,3,2,5,1,4,3,1,0
ML-04262,S&T,Signal,1,84.45,12.78,5.9,99,2,1,3,0,2,0,0,0
ML-04263,S&T,Signal,3,73.44,42.04,7.7,68,0,0,0,0,2,1,0,1
ML-04264,ENGINEERING,Bridge,3,53.18,65.38,18.0,95,3,1,4,0,2,1,1,0
ML-04265,S&T,Axle Counter,4,65.1,60.79,15.5,139,1,0,5,1,4,1,3,1
ML-04266,S&T,Signal,3,84.83,32.33,6.8,6,3,1,3,0,1,0,1,0
ML-04267,TRD,OHE,5,84.51,45.09,5.0,91,1,0,2,1,3,1,0,0
ML-04268,ENGINEERING,Point & Crossing,4,73.89,54.1,12.8,78,3,1,3,0,6,4,4,0
ML-04269,TRD,OHE,5,74.53,61.41,17.7,103,2,1,2,1,5,3,1,0
ML-04270,S&T,Signal,1,100.0,6.62,2.0,42,0,0,0,0,3,1,0,1
ML-04271,TRD,Transformer,3,88.97,33.65,9.2,26,1,0,2,0,2,2,1,1
ML-04272,ENGINEERING,Bridge,3,87.88,33.09,6.2,122,0,0,0,0,3,0,0,0
ML-04273,ENGINEERING,Point & Crossing,3,65.26,38.82,10.0,70,2,0,1,0,1,0,0,1
ML-04274,TRD,OHE,4,77.31,40.5,9.7,105,1,0,2,0,2,2,0,1
ML-04275,ENGINEERING,Bridge,3,82.85,42.36,10.4,115,4,2,4,1,1,1,0,0
ML-04276,S&T,Point Machine,5,75.98,56.46,12.0,75,3,2,4,0,1,0,1,0
ML-04277,ENGINEERING,Bridge,2,90.51,9.58,3.7,212,0,0,0,0,1,0,0,0
ML-04278,S&T,Signal,4,85.92,37.28,4.8,72,2,0,3,1,1,0,0,0
ML-04279,S&T,Point Machine,1,88.03,18.79,5.7,49,0,0,0,0,3,0,0,0
ML-04280,ENGINEERING,Point & Crossing,5,82.51,39.04,4.4,130,1,0,3,1,3,2,0,0
ML-04281,ENGINEERING,Point & Crossing,1,54.75,50.57,25.9,113,2,1,1,0,2,1,1,0
ML-04282,ENGINEERING,Track,5,54.12,77.85,16.9,89,5,1,3,1,2,1,2,1
ML-04283,S&T,Axle Counter,3,78.82,26.21,7.4,49,1,0,2,1,2,1,0,1
ML-04284,TRD,Transformer,3,84.21,30.3,13.3,4,2,0,3,0,2,0,0,0
ML-04285,S&T,Signal,3,74.51,45.93,20.0,70,0,0,0,0,2,1,2,0
ML-04286,S&T,Signal,3,44.87,69.21,30.0,96,1,1,3,1,5,2,3,0
ML-04287,ENGINEERING,Track,5,65.89,66.53,14.8,71,4,3,2,0,7,6,4,0
ML-04288,S&T,Point Machine,5,63.79,58.32,15.5,110,1,1,3,0,2,1,2,0
ML-04289,TRD,OHE,1,70.32,30.17,13.4,75,1,0,3,0,4,2,0,0
ML-04290,TRD,Transformer,2,50.53,50.65,18.5,96,2,1,3,0,7,6,3,1
ML-04291,ENGINEERING,Track,2,60.39,48.94,19.7,60,1,0,3,0,6,1,3,1
ML-04292,S&T,Axle Counter,4,74.27,55.53,9.9,62,3,1,1,1,5,5,2,0
ML-04293,S&T,Signal,5,93.18,39.52,5.3,88,0,0,0,0,4,1,2,1
ML-04294,S&T,Signal,2,93.34,21.81,3.9,49,0,0,0,0,2,1,0,0
ML-04295,TRD,OHE,4,61.59,59.03,22.7,30,2,0,4,0,5,3,3,1
ML-04296,ENGINEERING,Point & Crossing,3,68.08,44.13,16.1,78,1,1,1,1,1,0,1,0
ML-04297,TRD,Section Insulator,4,81.39,34.26,6.6,50,1,0,1,1,2,2,0,1
ML-04298,S&T,Axle Counter,4,73.88,49.31,10.7,33,3,1,3,1,2,0,0,1
ML-04299,ENGINEERING,Track,2,72.76,43.08,19.3,156,0,0,0,0,4,2,1,1
ML-04300,TRD,Section Insulator,4,59.48,58.45,17.7,65,0,0,0,0,6,1,1,1
ML-04301,S&T,Axle Counter,3,72.19,35.01,4.3,79,1,0,3,1,4,1,2,0
ML-04302,TRD,OHE,2,90.8,12.87,4.2,52,0,0,0,0,1,0,0,0
ML-04303,TRD,Transformer,4,60.51,52.01,17.0,57,0,0,0,1,0,0,0,0
ML-04304,ENGINEERING,Bridge,1,52.3,39.49,16.8,95,1,1,3,0,3,1,1,1
ML-04305,TRD,OHE,3,92.49,25.51,9.6,18,2,0,3,1,1,0,0,0
ML-04306,S&T,Point Machine,5,45.56,76.77,29.8,138,3,2,3,1,4,2,2,0
ML-04307,TRD,Transformer,2,76.11,32.49,10.4,30,2,1,5,0,4,2,0,0
ML-04308,ENGINEERING,Bridge,4,89.75,40.06,4.8,87,2,0,4,0,4,0,0,0
ML-04309,S&T,Axle Counter,2,85.69,32.4,13.3,118,1,0,4,1,3,1,0,0
ML-04310,ENGINEERING,Track,4,78.66,41.93,10.3,95,4,1,2,0,3,1,2,0
ML-04311,S&T,Point Machine,2,61.47,48.09,16.7,123,1,0,2,0,1,0,0,1
ML-04312,S&T,Point Machine,4,85.37,39.42,10.5,50,0,0,0,0,1,0,0,0
ML-04313,ENGINEERING,Bridge,2,82.28,27.34,9.9,26,2,0,3,1,4,0,1,0
ML-04314,S&T,Signal,4,55.73,64.22,20.9,68,2,0,1,1,6,5,4,1
ML-04315,S&T,Signal,5,50.14,67.55,23.8,6,7,1,1,0,5,0,1,0
ML-04316,TRD,OHE,3,64.14,42.41,17.6,20,2,0,3,1,6,2,2,1
ML-04317,S&T,Signal,1,82.29,23.92,7.7,138,3,0,2,0,6,3,1,0
ML-04318,TRD,Section Insulator,5,77.4,50.78,12.2,40,2,1,2,1,1,1,0,0
ML-04319,ENGINEERING,Bridge,5,87.0,41.07,5.1,27,3,0,2,0,0,0,0,0
ML-04320,S&T,Point Machine,4,68.48,53.14,6.7,94,4,2,1,1,1,1,0,0
ML-04321,S&T,Signal,1,80.61,20.62,9.3,162,2,0,3,0,5,2,1,0
ML-04322,ENGINEERING,Track,1,86.35,21.43,8.8,55,1,0,3,0,5,2,0,0
ML-04323,S&T,Signal,3,69.21,51.72,20.9,68,0,0,0,1,2,0,0,0
ML-04324,ENGINEERING,Point & Crossing,2,76.12,42.47,13.0,125,1,1,2,0,3,2,1,0
ML-04325,ENGINEERING,Track,2,69.08,37.03,12.6,65,0,0,0,0,0,0,0,0
ML-04326,ENGINEERING,Point & Crossing,4,84.84,49.43,11.2,83,5,3,1,0,4,2,1,0
ML-04327,ENGINEERING,Bridge,2,84.96,25.78,11.6,49,0,0,0,1,4,1,1,0
ML-04328,TRD,OHE,1,83.89,28.65,13.8,83,1,0,1,0,3,2,1,0
ML-04329,TRD,Section Insulator,5,69.39,49.84,7.6,60,3,0,3,1,4,0,2,0
ML-04330,S&T,Point Machine,4,94.85,39.16,9.1,94,0,0,0,0,3,0,0,0
ML-04331,S&T,Signal,5,70.71,56.84,10.9,120,1,1,4,1,2,0,1,0
ML-04332,TRD,OHE,5,87.03,35.46,4.3,59,0,0,0,1,6,2,1,0
ML-04333,S&T,Axle Counter,3,54.08,53.68,19.8,145,2,0,3,0,1,0,0,0
ML-04334,TRD,Transformer,2,69.09,36.18,12.2,38,2,0,1,0,5,1,1,0
ML-04335,S&T,Signal,3,63.6,49.06,13.7,208,1,0,3,0,6,2,3,0
ML-04336,TRD,OHE,3,88.72,28.93,4.3,66,3,0,3,0,2,2,1,1
ML-04337,S&T,Signal,2,95.36,18.83,6.3,65,2,0,3,0,2,1,0,0
ML-04338,S&T,Axle Counter,2,80.38,31.7,12.2,53,0,0,0,0,1,1,0,0
ML-04339,ENGINEERING,Bridge,4,90.11,43.16,9.3,147,2,0,3,1,4,2,0,1
ML-04340,TRD,Transformer,4,78.16,42.64,12.8,140,2,2,2,1,0,0,0,0
ML-04341,ENGINEERING,Track,5,54.57,71.41,16.2,24,1,0,2,0,3,2,1,0
ML-04342,TRD,Section Insulator,3,77.9,38.1,7.8,86,1,1,4,0,2,1,0,0
ML-04343,S&T,Point Machine,3,89.75,34.61,5.4,43,0,0,0,0,3,2,1,0
ML-04344,S&T,Axle Counter,3,97.4,20.87,11.0,138,0,0,0,0,3,0,0,0
ML-04345,S&T,Point Machine,4,86.28,37.91,3.4,113,0,0,0,1,3,1,1,0
ML-04346,S&T,Signal,3,67.27,50.63,19.1,79,1,1,4,1,3,0,0,1
ML-04347,TRD,Section Insulator,4,71.95,45.83,16.1,169,5,3,3,0,6,1,1,0
ML-04348,S&T,Signal,4,64.7,64.59,12.8,42,1,0,5,1,6,3,2,0
ML-04349,ENGINEERING,Point & Crossing,4,87.68,29.38,3.2,87,0,0,0,0,2,0,1,0
ML-04350,TRD,OHE,2,79.06,28.0,12.1,103,2,0,2,1,1,1,0,0
ML-04351,S&T,Point Machine,3,76.55,45.3,11.8,130,2,1,3,0,2,0,1,1
ML-04352,S&T,Point Machine,2,76.0,32.69,17.1,69,1,0,2,0,1,1,0,0
ML-04353,TRD,Section Insulator,4,99.08,19.37,8.4,231,0,0,0,0,1,0,0,0
ML-04354,S&T,Axle Counter,4,78.46,50.47,9.4,74,1,1,3,0,3,0,1,0
ML-04355,TRD,Section Insulator,1,79.57,21.96,8.5,94,1,0,2,1,1,0,0,0
ML-04356,S&T,Signal,3,76.98,28.61,11.1,165,1,0,2,1,0,0,0,1
ML-04357,ENGINEERING,Bridge,5,55.79,62.81,13.4,46,3,1,5,0,1,0,1,0
ML-04358,TRD,OHE,2,83.88,27.22,5.2,59,0,0,0,0,2,0,1,0
ML-04359,ENGINEERING,Bridge,5,61.49,64.73,15.6,132,1,0,1,1,3,2,2,0
ML-04360,ENGINEERING,Track,5,72.34,55.56,15.4,63,1,0,4,1,2,1,2,0
ML-04361,S&T,Signal,4,78.66,42.53,8.0,148,1,0,3,1,4,0,4,0
ML-04362,ENGINEERING,Track,3,75.98,36.76,6.4,67,3,0,3,0,3,2,1,0
ML-04363,ENGINEERING,Track,5,81.57,59.33,15.9,107,2,1,1,0,2,2,0,1
ML-04364,TRD,Transformer,2,83.57,25.47,5.0,129,1,0,3,0,2,1,0,0
ML-04365,ENGINEERING,Point & Crossing,4,44.36,74.18,27.2,71,0,0,0,1,3,1,2,0
ML-04366,ENGINEERING,Bridge,3,72.87,38.34,17.2,92,2,0,3,1,2,1,0,0
ML-04367,TRD,OHE,4,87.81,35.89,7.2,49,0,0,0,1,3,0,1,0
ML-04368,S&T,Axle Counter,4,68.69,51.21,8.2,72,0,0,0,1,6,5,3,1
ML-04369,TRD,Section Insulator,3,82.7,26.55,11.6,11,1,1,3,0,1,0,0,0
ML-04370,S&T,Signal,2,63.43,47.23,20.4,20,2,1,3,0,4,2,2,0
ML-04371,S&T,Axle Counter,5,84.83,44.69,12.2,58,0,0,0,0,3,1,2,1
ML-04372,ENGINEERING,Point & Crossing,5,59.55,66.54,12.2,62,1,1,3,0,6,3,4,0
ML-04373,ENGINEERING,Bridge,4,52.29,77.92,23.8,69,1,0,4,0,2,2,1,0
ML-04374,TRD,Section Insulator,4,100.0,26.98,4.9,50,0,0,0,0,3,1,0,0
ML-04375,ENGINEERING,Point & Crossing,3,53.72,50.12,13.5,58,1,0,3,1,3,1,1,0
ML-04376,TRD,Transformer,4,71.97,52.31,22.3,57,2,1,2,1,2,1,1,0
ML-04377,TRD,OHE,4,58.26,60.97,14.6,56,3,1,3,0,1,0,0,0
ML-04378,ENGINEERING,Bridge,5,64.83,66.27,5.2,70,0,0,0,0,8,5,4,0
ML-04379,TRD,Section Insulator,4,73.97,52.74,10.8,58,1,0,3,1,5,3,2,1
ML-04380,ENGINEERING,Point & Crossing,3,66.22,50.46,13.8,13,1,0,5,1,3,2,1,0
ML-04381,TRD,Transformer,2,72.51,45.45,24.3,84,0,0,0,0,2,2,0,1
ML-04382,TRD,OHE,1,83.34,34.03,13.9,147,0,0,0,0,1,1,0,0
ML-04383,S&T,Axle Counter,4,67.56,60.94,13.8,38,2,0,3,1,1,1,1,0
ML-04384,ENGINEERING,Track,3,83.43,39.44,6.5,76,0,0,0,1,3,2,1,1
ML-04385,ENGINEERING,Point & Crossing,2,79.27,27.81,10.8,69,1,0,3,1,5,1,2,0
ML-04386,ENGINEERING,Track,5,56.5,63.61,11.7,119,3,3,3,0,3,2,2,1
ML-04387,TRD,Section Insulator,4,79.4,38.8,8.7,55,2,1,2,1,2,0,1,1
ML-04388,TRD,OHE,4,82.42,32.0,4.9,118,1,0,5,0,1,1,0,0
ML-04389,S&T,Signal,5,59.68,60.16,19.7,54,0,0,0,0,3,1,3,1
ML-04390,S&T,Signal,5,64.46,66.51,16.2,105,4,2,3,1,1,0,0,0
ML-04391,ENGINEERING,Bridge,5,62.76,76.07,24.3,59,2,1,3,0,3,2,2,1
ML-04392,S&T,Point Machine,2,87.89,35.13,11.0,182,0,0,0,0,3,1,0,0
ML-04393,ENGINEERING,Bridge,3,91.06,24.1,10.5,71,2,0,3,0,0,0,0,1
ML-04394,ENGINEERING,Point & Crossing,3,85.07,35.21,7.0,96,1,1,3,1,5,1,0,0
ML-04395,S&T,Point Machine,4,75.91,46.64,14.2,72,2,1,2,0,2,2,0,0
ML-04396,ENGINEERING,Point & Crossing,4,88.03,29.34,6.4,35,1,0,2,0,3,2,0,0
ML-04397,ENGINEERING,Point & Crossing,5,74.13,51.12,9.2,148,1,0,1,0,3,1,2,0
ML-04398,S&T,Axle Counter,2,65.31,55.76,25.6,51,2,1,2,0,4,2,1,1
ML-04399,S&T,Point Machine,3,61.38,44.24,9.4,77,4,2,4,1,3,1,0,0
ML-04400,ENGINEERING,Track,5,64.22,64.87,20.8,250,0,0,0,0,3,1,2,1
ML-04401,S&T,Point Machine,4,50.3,67.63,29.4,70,4,4,3,0,5,2,2,0
ML-04402,ENGINEERING,Point & Crossing,4,47.52,70.78,10.4,29,2,0,5,1,0,0,0,0
ML-04403,TRD,OHE,5,94.76,45.44,5.6,161,0,0,0,0,4,3,1,0
ML-04404,ENGINEERING,Bridge,5,78.5,49.45,8.2,125,1,0,5,1,7,5,0,0
ML-04405,ENGINEERING,Bridge,4,82.9,43.16,14.9,119,0,0,0,0,2,0,0,0
ML-04406,S&T,Signal,4,82.37,26.9,5.5,65,2,0,3,0,2,1,0,1
ML-04407,ENGINEERING,Point & Crossing,4,79.2,49.56,14.9,75,0,0,0,1,3,1,0,1
ML-04408,S&T,Point Machine,3,67.12,46.45,14.9,150,0,0,0,0,3,1,3,0
ML-04409,S&T,Signal,1,67.86,46.31,20.3,69,3,0,4,1,2,2,0,0
ML-04410,ENGINEERING,Bridge,2,73.33,33.66,6.4,112,3,1,3,0,7,3,1,0
ML-04411,ENGINEERING,Point & Crossing,4,72.15,44.26,15.1,59,0,0,0,1,5,2,2,0
ML-04412,ENGINEERING,Track,3,63.03,45.85,16.1,175,1,1,1,0,4,0,0,1
ML-04413,ENGINEERING,Point & Crossing,4,73.15,40.64,11.0,87,1,0,3,1,4,3,0,1
ML-04414,ENGINEERING,Bridge,4,77.5,39.32,9.7,199,1,0,3,0,6,1,4,0
ML-04415,ENGINEERING,Bridge,2,98.24,7.56,3.5,67,1,0,1,0,2,0,0,0
ML-04416,S&T,Point Machine,2,86.89,15.43,3.3,79,1,0,2,1,4,0,0,0
ML-04417,TRD,Section Insulator,3,69.01,41.74,6.9,96,0,0,0,0,3,0,1,0
ML-04418,S&T,Axle Counter,4,76.58,47.19,6.6,37,1,0,2,1,8,4,2,0
ML-04419,ENGINEERING,Bridge,3,95.5,21.69,6.2,37,2,0,2,0,4,2,0,0
ML-04420,ENGINEERING,Point & Crossing,4,80.21,39.89,9.4,32,1,0,3,0,2,2,1,0
ML-04421,TRD,Section Insulator,4,66.99,46.69,6.6,7,0,0,0,1,5,2,1,0
ML-04422,ENGINEERING,Track,3,80.63,45.5,14.0,90,1,0,3,0,6,4,1,0
ML-04423,ENGINEERING,Track,4,83.74,40.8,5.7,36,1,0,1,0,1,0,0,1
ML-04424,TRD,Transformer,1,83.06,17.15,7.0,83,1,1,3,0,1,0,0,0
ML-04425,S&T,Point Machine,4,95.94,29.72,7.1,186,1,0,2,0,4,2,2,0
ML-04426,S&T,Point Machine,3,78.67,35.01,10.6,43,0,0,0,0,2,0,1,0
ML-04427,ENGINEERING,Bridge,5,67.55,55.08,12.0,128,1,0,4,1,3,2,1,0
ML-04428,TRD,Transformer,3,65.27,46.8,21.0,61,1,0,1,0,2,0,0,0
ML-04429,ENGINEERING,Track,3,85.03,26.85,5.4,158,1,1,3,0,1,1,0,0
ML-04430,ENGINEERING,Track,4,80.84,47.91,5.6,31,2,0,3,1,4,0,2,0
ML-04431,ENGINEERING,Bridge,5,38.14,88.65,29.8,102,5,3,1,1,1,1,0,0
ML-04432,S&T,Point Machine,4,81.43,27.08,7.8,24,1,0,5,1,0,0,0,0
ML-04433,S&T,Point Machine,4,73.87,47.77,14.4,69,1,0,3,1,5,2,2,0
ML-04434,ENGINEERING,Bridge,5,63.56,62.49,11.9,186,0,0,0,0,4,1,3,0
ML-04435,TRD,Transformer,3,69.69,35.4,14.1,154,2,0,3,0,1,0,0,0
ML-04436,TRD,Section Insulator,4,79.78,54.1,13.2,63,3,1,3,1,5,1,2,0
ML-04437,TRD,Section Insulator,3,40.83,74.27,30.0,54,0,0,0,0,4,3,1,0
ML-04438,ENGINEERING,Bridge,4,80.51,35.05,7.5,72,0,0,0,0,0,0,0,0
ML-04439,S&T,Axle Counter,3,87.16,35.72,8.9,91,0,0,0,0,3,2,1,0
ML-04440,TRD,Section Insulator,2,71.88,44.07,21.8,117,2,1,5,1,1,0,0,1
ML-04441,TRD,Section Insulator,2,91.92,24.44,6.9,49,1,0,4,1,3,1,1,0
ML-04442,S&T,Axle Counter,5,69.07,70.73,14.0,126,2,0,3,1,4,4,1,1
ML-04443,ENGINEERING,Track,4,72.55,54.35,10.6,44,2,0,1,0,4,1,0,0
ML-04444,ENGINEERING,Bridge,4,75.14,48.39,11.9,161,2,1,1,1,3,0,0,0
ML-04445,ENGINEERING,Point & Crossing,3,93.08,27.44,6.8,148,0,0,0,1,5,1,0,0
ML-04446,TRD,OHE,3,74.39,33.55,15.6,16,1,1,2,0,6,1,4,0
ML-04447,S&T,Axle Counter,5,79.84,49.58,13.4,20,1,1,5,0,3,1,1,0
ML-04448,S&T,Point Machine,2,75.92,42.15,17.4,63,2,0,3,0,2,1,1,0
ML-04449,ENGINEERING,Track,1,87.55,18.8,10.7,111,2,0,1,1,6,0,0,0
ML-04450,ENGINEERING,Bridge,3,75.33,37.94,11.7,105,1,0,2,1,2,0,1,0
