priority_rank,asset_id,department,asset_type,risk_probability,risk_score,rule_based_score,ai_priority_score,priority_category
4359,ML-03706,ENGINEERING,Point & Crossing,0.3473219754519052,34.732197545190516,21.892,29.6,LOW
4360,ML-00540,TRD,Section Insulator,0.23956530729060307,23.956530729060308,38.048,29.59,LOW
4361,ML-02554,S&T,Point Machine,0.22689999801624197,22.689999801624197,39.94,29.59,LOW
4362,ML-04891,S&T,Signal,0.2993959380966385,29.93959380966385,29.0665,29.59,LOW
4363,ML-01126,ENGINEERING,Point & Crossing,0.25662992865092266,25.662992865092267,35.429500000000004,29.57,LOW
4364,ML-02235,TRD,OHE,0.16447922605013818,16.44792260501382,49.202000000000005,29.55,LOW
4365,ML-03258,ENGINEERING,Point & Crossing,0.21511546230807796,21.511546230807795,41.5495,29.53,LOW
4366,ML-00134,S&T,Signal,0.3651407175596062,36.51407175596062,19.0445,29.53,LOW
4367,ML-04349,ENGINEERING,Point & Crossing,0.26704789788820327,26.704789788820328,33.724000000000004,29.51,LOW
4368,ML-02331,S&T,Signal,0.22833189507288318,22.833189507288317,39.519999999999996,29.51,LOW
4369,ML-04593,TRD,Transformer,0.2650018471176416,26.500184711764156,34.004999999999995,29.5,LOW
4370,ML-01479,TRD,Transformer,0.2409347204277913,24.09347204277913,37.586,29.49,LOW
4371,ML-00162,ENGINEERING,Track,0.27520999634749743,27.520999634749742,32.4195,29.48,LOW
4372,ML-04257,ENGINEERING,Point & Crossing,0.3605912761551894,36.05912761551894,19.587000000000003,29.47,LOW
4373,ML-01754,S&T,Axle Counter,0.26891715842083663,26.891715842083663,33.30500000000001,29.46,LOW
4374,ML-01413,S&T,Point Machine,0.24436585964248425,24.436585964248426,36.962,29.45,LOW
4375,ML-01810,S&T,Axle Counter,0.16721520874393278,16.721520874393278,48.5545,29.45,LOW
4376,ML-03538,ENGINEERING,Point & Crossing,0.23844294358717832,23.844294358717832,37.869,29.45,LOW
4377,ML-01384,S&T,Signal,0.2691427870317633,26.91427870317633,33.2535,29.45,LOW
4378,ML-00605,S&T,Point Machine,0.27718678744143915,27.718678744143915,32.0375,29.45,LOW
4379,ML-00361,S&T,Axle Counter,0.1825003153533819,18.25003153533819,46.222166666666666,29.44,LOW
4380,ML-04232,S&T,Axle Counter,0.325920405507887,32.592040550788695,24.6785,29.43,LOW
4381,ML-00795,S&T,Axle Counter,0.3096556524766414,30.965565247664138,27.129500000000004,29.43,LOW
4382,ML-03935,ENGINEERING,Point & Crossing,0.24827011915451103,24.827011915451102,36.3395,29.43,LOW
4383,ML-00897,ENGINEERING,Point & Crossing,0.17645784917580554,17.645784917580553,47.0755,29.42,LOW
4384,ML-04479,TRD,Section Insulator,0.23587649768660732,23.587649768660732,38.164,29.42,LOW
4385,ML-03277,ENGINEERING,Point & Crossing,0.2599769973631279,25.99769973631279,34.51316666666666,29.4,LOW
4386,ML-00042,TRD,Transformer,0.25875446660375284,25.875446660375285,34.6755,29.4,LOW
4387,ML-00852,ENGINEERING,Bridge,0.2581437859884559,25.81437859884559,34.762,29.39,LOW
4388,ML-04994,S&T,Signal,0.20690350123736073,20.690350123736074,42.4435,29.39,LOW
4389,ML-04289,TRD,OHE,0.22650706977673896,22.650706977673895,39.486000000000004,29.38,LOW
4390,ML-03979,ENGINEERING,Bridge,0.2335216632136756,23.35216632136756,38.388000000000005,29.37,LOW
4391,ML-03318,TRD,Transformer,0.2751020130084076,27.51020130084076,32.134,29.36,LOW
4392,ML-01590,S&T,Point Machine,0.2608606401407128,26.08606401407128,34.262,29.36,LOW
4393,ML-02040,S&T,Point Machine,0.222698197062824,22.2698197062824,39.971000000000004,29.35,LOW
4394,ML-04330,S&T,Point Machine,0.258345796140051,25.834579614005097,34.6045,29.34,LOW
4395,ML-04972,TRD,Section Insulator,0.2452547024522726,24.52547024522726,36.547,29.33,LOW
4396,ML-02814,ENGINEERING,Track,0.2764297431865445,27.64297431865445,31.843333333333334,29.32,LOW
4397,ML-02345,TRD,Transformer,0.22381509268487765,22.381509268487765,39.709500000000006,29.31,LOW
4398,ML-02910,S&T,Signal,0.2423216945223631,24.23216945223631,36.933499999999995,29.31,LOW
4399,ML-01014,ENGINEERING,Track,0.19475041150853512,19.47504115085351,44.0455,29.3,LOW
4400,ML-03228,TRD,Section Insulator,0.2591762973744046,25.91762973744046,34.312,29.28,LOW
4401,ML-01993,ENGINEERING,Point & Crossing,0.31075852841689183,31.075852841689183,26.576500000000003,29.28,LOW
4402,ML-01011,ENGINEERING,Bridge,0.23547117783000762,23.54711778300076,37.869,29.28,LOW
4403,ML-00645,S&T,Signal,0.25094289884271964,25.094289884271966,35.537000000000006,29.27,LOW
4404,ML-04272,ENGINEERING,Bridge,0.284444682785641,28.4444682785641,30.436000000000003,29.24,LOW
4405,ML-04826,S&T,Axle Counter,0.23163777302472965,23.163777302472965,38.3445,29.24,LOW
4406,ML-01869,TRD,Section Insulator,0.23777237454995934,23.777237454995934,37.42,29.23,LOW
4407,ML-00838,ENGINEERING,Point & Crossing,0.2943901614301964,29.439016143019643,28.8925,29.22,LOW
4408,ML-04757,S&T,Signal,0.15698331611161348,15.698331611161349,49.49666666666667,29.22,LOW
4409,ML-04719,S&T,Axle Counter,0.23363458060126263,23.363458060126263,37.9905,29.21,LOW
4410,ML-03611,S&T,Point Machine,0.2412074231274403,24.12074231274403,36.8365,29.21,LOW
4411,ML-03596,TRD,Transformer,0.1864408183425098,18.64408183425098,45.0025,29.19,LOW
4412,ML-03973,TRD,Transformer,0.20359467039505993,20.359467039505994,42.43,29.19,LOW
4413,ML-03173,S&T,Point Machine,0.23421153807473316,23.421153807473317,37.757999999999996,29.16,LOW
4414,ML-04975,TRD,OHE,0.21816383013186347,21.816383013186346,40.077,29.12,LOW
4415,ML-00151,TRD,Transformer,0.22951168075317877,22.951168075317877,38.3205,29.1,LOW
4416,ML-02273,ENGINEERING,Track,0.34024526407219313,34.02452640721931,21.68,29.09,LOW
4417,ML-00910,S&T,Point Machine,0.21309730800572058,21.30973080057206,40.7675,29.09,LOW
4418,ML-00384,S&T,Signal,0.16614715209810169,16.614715209810168,47.80533333333334,29.09,LOW
4419,ML-00246,ENGINEERING,Bridge,0.32123205493318674,32.12320549331867,24.546833333333332,29.09,LOW
4420,ML-04558,ENGINEERING,Point & Crossing,0.24143075730467092,24.143075730467093,36.47,29.07,LOW
4421,ML-01034,ENGINEERING,Point & Crossing,0.22900702469442966,22.900702469442965,38.29666666666667,29.06,LOW
4422,ML-04446,TRD,OHE,0.23149744510082004,23.149744510082005,37.88483333333334,29.04,LOW
4423,ML-04908,ENGINEERING,Track,0.3275671669766954,32.75671669766954,23.4325,29.03,LOW
4424,ML-04835,ENGINEERING,Bridge,0.18692132075298948,18.692132075298947,44.533,29.03,LOW
4425,ML-01510,ENGINEERING,Track,0.2341092420758904,23.41092420758904,37.457,29.03,LOW
4426,ML-00923,TRD,OHE,0.30969652094237426,30.969652094237425,26.107,29.02,LOW
4427,ML-00093,TRD,OHE,0.2749299882773427,27.492998827734272,31.295,29.01,LOW
4428,ML-01200,ENGINEERING,Point & Crossing,0.3749032798945342,37.49032798945342,16.2715,29.0,LOW
4429,ML-02021,S&T,Signal,0.22319807411486825,22.319807411486824,38.9935,28.99,LOW
4430,ML-02486,S&T,Axle Counter,0.22708181856571685,22.708181856571684,38.3535,28.97,LOW
4431,ML-04642,TRD,Transformer,0.2723379965794812,27.233799657948122,31.568,28.97,LOW
4432,ML-04756,TRD,OHE,0.21699753258754226,21.699753258754225,39.831833333333336,28.95,LOW
4433,ML-03279,TRD,OHE,0.23697258482817243,23.697258482817244,36.8155,28.94,LOW
4434,ML-00131,ENGINEERING,Bridge,0.1919450097839617,19.19450097839617,43.5025,28.92,LOW
4435,ML-03928,TRD,Transformer,0.30400204700590927,30.400204700590926,26.673000000000002,28.91,LOW
4436,ML-04755,ENGINEERING,Bridge,0.23647465712374377,23.647465712374377,36.783,28.9,LOW
4437,ML-00718,TRD,Transformer,0.3052927606514601,30.52927606514601,26.456,28.9,LOW
4438,ML-04338,S&T,Axle Counter,0.29969235227240393,29.969235227240393,27.283,28.89,LOW
4439,ML-03465,TRD,Transformer,0.2565243594281387,25.652435942813874,33.649,28.85,LOW
4440,ML-02135,S&T,Point Machine,0.2715717795814403,27.15717795814403,31.3815,28.85,LOW
4441,ML-01394,S&T,Signal,0.2907101197982571,29.071011979825713,28.4405,28.82,LOW
4442,ML-00921,TRD,Section Insulator,0.1489346027614845,14.893460276148451,49.68900000000001,28.81,LOW
4443,ML-04058,ENGINEERING,Point & Crossing,0.22009160692566604,22.009160692566603,39.00150000000001,28.81,LOW
4444,ML-00287,ENGINEERING,Bridge,0.17303052873385405,17.303052873385404,46.062,28.81,LOW
4445,ML-02095,S&T,Axle Counter,0.33943848970237284,33.94384897023728,21.104,28.81,LOW
4446,ML-03864,S&T,Point Machine,0.31851266618611673,31.851266618611675,24.227,28.8,LOW
4447,ML-01424,TRD,Transformer,0.2883531783445836,28.835317834458362,28.7045,28.78,LOW
4448,ML-04831,S&T,Axle Counter,0.22423484977434868,22.423484977434867,38.2905,28.77,LOW
4449,ML-02950,ENGINEERING,Point & Crossing,0.24925482953055397,24.925482953055397,34.5065,28.76,LOW
4450,ML-02559,ENGINEERING,Bridge,0.304651544969846,30.4651544969846,26.1945,28.76,LOW
4451,ML-04853,ENGINEERING,Bridge,0.21883934777276945,21.883934777276945,39.063,28.76,LOW
4452,ML-03527,S&T,Axle Counter,0.23490853619094132,23.490853619094132,36.637,28.75,LOW
4453,ML-01001,ENGINEERING,Track,0.2801244666408162,28.01244666408162,29.854,28.75,LOW
4454,ML-03831,ENGINEERING,Point & Crossing,0.22334788095187708,22.334788095187708,38.344,28.74,LOW
4455,ML-02044,S&T,Axle Counter,0.2602044460901957,26.02044460901957,32.798,28.73,LOW
4456,ML-00975,ENGINEERING,Track,0.21974389132468378,21.974389132468378,38.8405,28.72,LOW
4457,ML-03702,ENGINEERING,Point & Crossing,0.28102562975334555,28.102562975334557,29.5985,28.7,LOW
4458,ML-02335,S&T,Signal,0.283550569963286,28.3550569963286,29.221,28.7,LOW
4459,ML-02797,ENGINEERING,Bridge,0.26901201513859624,26.901201513859625,31.4005,28.7,LOW
4460,ML-01373,ENGINEERING,Point & Crossing,0.2502612332097349,25.026123320973493,34.025499999999994,28.63,LOW
4461,ML-00968,ENGINEERING,Bridge,0.2966240549324837,29.66240549324837,27.062,28.62,LOW
4462,ML-02758,S&T,Axle Counter,0.21869608511206717,21.869608511206717,38.7465,28.62,LOW
4463,ML-03197,ENGINEERING,Bridge,0.28210515997301394,28.210515997301393,29.2175,28.61,LOW
4464,ML-00513,ENGINEERING,Track,0.25377561276428007,25.377561276428008,33.458,28.61,LOW
4465,ML-02497,TRD,Section Insulator,0.236744901179128,23.6744901179128,35.935500000000005,28.58,LOW
4466,ML-02843,S&T,Signal,0.14406728077294226,14.406728077294225,49.83383333333334,28.58,LOW
4467,ML-01308,TRD,Transformer,0.25805783128047727,25.805783128047725,32.711,28.57,LOW
4468,ML-00183,S&T,Axle Counter,0.23869568622522078,23.869568622522078,35.572,28.55,LOW
4469,ML-03247,S&T,Point Machine,0.24257879422656245,24.257879422656245,34.965,28.54,LOW
4470,ML-00735,S&T,Point Machine,0.2160616133162156,21.60616133162156,38.917,28.53,LOW
4471,ML-01461,S&T,Axle Counter,0.20120221151744203,20.120221151744204,41.1435,28.53,LOW
4472,ML-00456,ENGINEERING,Point & Crossing,0.14974616744992958,14.974616744992957,48.84866666666667,28.52,LOW
4473,ML-02546,S&T,Point Machine,0.15250782929519052,15.250782929519053,48.3995,28.51,LOW
4474,ML-00153,S&T,Point Machine,0.1972987975895169,19.72987975895169,41.672,28.51,LOW
4475,ML-04861,ENGINEERING,Bridge,0.11522031654887561,11.522031654887561,53.99100000000001,28.51,LOW
4476,ML-03280,ENGINEERING,Track,0.27425495758912605,27.425495758912604,30.1205,28.5,LOW
4477,ML-02397,S&T,Axle Counter,0.3341529844532406,33.41529844532406,21.1175,28.5,LOW
4478,ML-01894,ENGINEERING,Bridge,0.19936752312441428,19.936752312441428,41.3375,28.5,LOW
4479,ML-03888,S&T,Axle Counter,0.16540889324465738,16.540889324465738,46.38516666666667,28.48,LOW
4480,ML-02674,TRD,OHE,0.3414199133820082,34.141991338200825,19.9545,28.47,LOW
4481,ML-02939,ENGINEERING,Point & Crossing,0.22482594989007404,22.482594989007403,37.4155,28.46,LOW
4482,ML-01594,TRD,OHE,0.2206691945984739,22.06691945984739,38.021,28.45,LOW
4483,ML-02022,ENGINEERING,Bridge,0.2969876027917964,29.69876027917964,26.548000000000002,28.44,LOW
4484,ML-04031,ENGINEERING,Bridge,0.2187457680819403,21.87457680819403,38.269499999999994,28.43,LOW
4485,ML-03721,TRD,Transformer,0.15280044183996444,15.280044183996445,48.13916666666667,28.42,LOW
4486,ML-00517,TRD,Section Insulator,0.26501146448116825,26.501146448116824,31.282999999999998,28.41,LOW
4487,ML-02453,TRD,OHE,0.20973200587004315,20.973200587004314,39.532,28.4,LOW
4488,ML-01929,ENGINEERING,Point & Crossing,0.25896652103463114,25.896652103463115,32.164,28.4,LOW
4489,ML-00100,S&T,Signal,0.2482610922344567,24.82610922344567,33.731,28.39,LOW
4490,ML-04918,ENGINEERING,Track,0.28390501987748995,28.390501987748994,28.346,28.37,LOW
4491,ML-03905,TRD,OHE,0.11531502537363317,11.531502537363316,53.5885,28.35,LOW
4492,ML-04495,TRD,OHE,0.26590466802739926,26.590466802739925,30.956999999999997,28.34,LOW
4493,ML-03716,TRD,Transformer,0.1711274558248703,17.11274558248703,45.146,28.33,LOW
4494,ML-04773,ENGINEERING,Track,0.21099325381053327,21.099325381053326,39.1655,28.33,LOW
4495,ML-00472,ENGINEERING,Point & Crossing,0.26494430678600034,26.494430678600033,31.0145,28.3,LOW
4496,ML-02302,ENGINEERING,Point & Crossing,0.25667448755742717,25.66744875574272,32.251000000000005,28.3,LOW
4497,ML-03379,S&T,Signal,0.27684959012093363,27.684959012093362,29.207,28.29,LOW
4498,ML-04890,ENGINEERING,Bridge,0.31588351882896853,31.588351882896852,23.3295,28.28,LOW
4499,ML-00037,TRD,Section Insulator,0.19590769536831198,19.5907695368312,41.31,28.28,LOW
4500,ML-01348,ENGINEERING,Point & Crossing,0.2788623580317821,27.88623580317821,28.843000000000004,28.27,LOW
4501,ML-03951,S&T,Axle Counter,0.30371786007948975,30.371786007948977,25.126,28.27,LOW
4502,ML-03319,S&T,Point Machine,0.2932354598632271,29.323545986322706,26.602,28.23,LOW
4503,ML-00684,TRD,OHE,0.2914270383878328,29.14270383878328,26.8235,28.22,LOW
4504,ML-03677,ENGINEERING,Track,0.21373259631777106,21.373259631777106,38.5005,28.22,LOW
4505,ML-02819,TRD,Section Insulator,0.26523986486505036,26.523986486505034,30.714,28.2,LOW
4506,ML-01265,ENGINEERING,Point & Crossing,0.2921302063645969,29.213020636459692,26.672666666666668,28.2,LOW
4507,ML-03202,ENGINEERING,Bridge,0.2531680047352104,25.316800473521038,32.5115,28.19,LOW
4508,ML-02115,ENGINEERING,Track,0.26794931756130647,26.794931756130648,30.2575,28.18,LOW
4509,ML-02666,TRD,OHE,0.25025646947054947,25.02564694705495,32.852999999999994,28.16,LOW
4510,ML-03077,S&T,Signal,0.2485623958472544,24.85623958472544,33.0955,28.15,LOW
4511,ML-01735,TRD,Transformer,0.2854318933526022,28.543189335260223,27.558,28.15,LOW
4512,ML-03990,ENGINEERING,Point & Crossing,0.19817683738162478,19.81768373816248,40.6245,28.14,LOW
4513,ML-02253,TRD,Section Insulator,0.32357859651226,32.357859651226,21.7925,28.13,LOW
4514,ML-03498,S&T,Axle Counter,0.2393207886901848,23.93207886901848,34.3905,28.12,LOW
4515,ML-03439,S&T,Point Machine,0.29523562197888636,29.523562197888637,26.015,28.12,LOW
4516,ML-02039,ENGINEERING,Track,0.2764363464762519,27.64363464762519,28.767500000000002,28.09,LOW
4517,ML-01249,ENGINEERING,Bridge,0.2798872107797808,27.98872107797808,28.180500000000002,28.07,LOW
4518,ML-02837,S&T,Axle Counter,0.200005957039943,20.0005957039943,40.1545,28.06,LOW
4519,ML-04059,TRD,Section Insulator,0.3239526344697088,32.39526344697088,21.5615,28.06,LOW
4520,ML-01938,S&T,Axle Counter,0.2790330911895618,27.903309118956184,28.204,28.02,LOW
4521,ML-02122,S&T,Axle Counter,0.18975586041930406,18.975586041930406,41.5935,28.02,LOW
4522,ML-04374,TRD,Section Insulator,0.257748280085764,25.7748280085764,31.396,28.02,LOW
4523,ML-00725,ENGINEERING,Track,0.1506834980602601,15.06834980602601,47.372,27.99,LOW
4524,ML-01150,ENGINEERING,Bridge,0.2894210621307268,28.942106213072684,26.565,27.99,LOW
4525,ML-04426,S&T,Point Machine,0.2514022144004043,25.140221440040428,32.201499999999996,27.96,LOW
4526,ML-00334,TRD,Section Insulator,0.27029744410207757,27.029744410207755,29.330000000000002,27.95,LOW
4527,ML-03615,TRD,Section Insulator,0.20481735382523886,20.481735382523887,39.147000000000006,27.95,LOW
4528,ML-04416,S&T,Point Machine,0.17844951257500688,17.84495125750069,43.052499999999995,27.93,LOW
4529,ML-02285,TRD,OHE,0.21872768701303977,21.872768701303976,36.995000000000005,27.92,LOW
4530,ML-00220,TRD,Transformer,0.26456748100101724,26.456748100101724,30.125,27.92,LOW
4531,ML-03728,S&T,Point Machine,0.25155715958700253,25.155715958700252,32.044,27.91,LOW
4532,ML-01203,TRD,OHE,0.20717795237014416,20.717795237014418,38.680499999999995,27.9,LOW
4533,ML-00051,ENGINEERING,Bridge,0.1429666935423665,14.296669354236649,48.29683333333333,27.9,LOW
4534,ML-02292,S&T,Signal,0.18154247918802935,18.154247918802934,42.509,27.9,LOW
4535,ML-00045,S&T,Point Machine,0.25282825501994294,25.282825501994292,31.80483333333333,27.89,LOW
4536,ML-01667,S&T,Point Machine,0.24245443001585454,24.245443001585453,33.314,27.87,LOW
4537,ML-02242,ENGINEERING,Point & Crossing,0.25368669842994773,25.368669842994773,31.593,27.86,LOW
4538,ML-02541,ENGINEERING,Bridge,0.3165555254427341,31.65555254427341,22.165,27.86,LOW
4539,ML-02975,ENGINEERING,Point & Crossing,0.238208278198301,23.8208278198301,33.891999999999996,27.85,LOW
4540,ML-03174,S&T,Axle Counter,0.30754378252703984,30.754378252703983,23.465,27.84,LOW
4541,ML-04124,S&T,Axle Counter,0.22854251255961416,22.854251255961415,35.318,27.84,LOW
4542,ML-04271,TRD,Transformer,0.2035612168575137,20.35612168575137,39.05116666666667,27.83,LOW
4543,ML-01845,ENGINEERING,Bridge,0.24617269210042803,24.617269210042803,32.66,27.83,LOW
4544,ML-02970,ENGINEERING,Track,0.2625421330425473,26.25421330425473,30.176,27.82,LOW
4545,ML-02162,S&T,Signal,0.20584848748850043,20.584848748850042,38.621,27.8,LOW
4546,ML-00907,S&T,Axle Counter,0.33291759602401216,33.291759602401214,19.5595,27.8,LOW
4547,ML-01453,S&T,Signal,0.21834535157812457,21.834535157812457,36.7385,27.8,LOW
4548,ML-04909,ENGINEERING,Bridge,0.186929868356547,18.6929868356547,41.397499999999994,27.77,LOW
4549,ML-00058,S&T,Signal,0.23216710860408415,23.216710860408416,34.588,27.77,LOW
4550,ML-04899,S&T,Point Machine,0.23580545976294254,23.580545976294253,33.984,27.74,LOW
4551,ML-03191,ENGINEERING,Point & Crossing,0.17067970428227544,17.067970428227543,43.7125,27.73,LOW
4552,ML-00955,S&T,Signal,0.1596789840652219,15.96789840652219,45.34,27.72,LOW
4553,ML-02565,S&T,Signal,0.17451641508140678,17.45164150814068,43.111000000000004,27.72,LOW
4554,ML-04958,ENGINEERING,Point & Crossing,0.18985487135484455,18.985487135484455,40.7935,27.71,LOW
4555,ML-01513,ENGINEERING,Bridge,0.2188475095232155,21.88475095232155,36.384,27.68,LOW
4556,ML-00665,ENGINEERING,Point & Crossing,0.21363881072284613,21.363881072284613,37.129,27.67,LOW
4557,ML-03918,TRD,Section Insulator,0.3085314586281107,30.853145862811072,22.90066666666667,27.67,LOW
4558,ML-02059,TRD,Transformer,0.16980291995201083,16.980291995201082,43.700500000000005,27.67,LOW
4559,ML-01112,TRD,Section Insulator,0.18573614850534934,18.573614850534934,41.3035,27.67,LOW
4560,ML-00480,TRD,Transformer,0.17897686998096274,17.897686998096273,42.294,27.66,LOW
4561,ML-03425,TRD,OHE,0.21410586530913497,21.4105865309135,37.0465,27.66,LOW
4562,ML-00521,TRD,Transformer,0.21484545496947444,21.484545496947444,36.902,27.65,LOW
4563,ML-03265,S&T,Signal,0.18959263071096774,18.959263071096775,40.686499999999995,27.65,LOW
4564,ML-01528,TRD,OHE,0.25964499942831093,25.964499942831093,30.156499999999998,27.64,LOW
4565,ML-03881,S&T,Point Machine,0.2293822108560429,22.93822108560429,34.703,27.64,LOW
4566,ML-00597,S&T,Axle Counter,0.24454290111295346,24.454290111295347,32.3065,27.6,LOW
4567,ML-04783,ENGINEERING,Track,0.2080451041605618,20.80451041605618,37.7255,27.57,LOW
4568,ML-02872,S&T,Axle Counter,0.2437194163679316,24.37194163679316,32.34166666666667,27.56,LOW
4569,ML-02472,ENGINEERING,Track,0.2890592506225943,28.90592506225943,25.5165,27.55,LOW
4570,ML-01116,ENGINEERING,Point & Crossing,0.2047330100355382,20.47330100355382,38.1745,27.55,LOW
4571,ML-03281,ENGINEERING,Track,0.24967206051549115,24.967206051549116,31.35383333333333,27.52,LOW
4572,ML-03056,ENGINEERING,Bridge,0.259474034477513,25.9474034477513,29.8185,27.5,LOW
4573,ML-00720,ENGINEERING,Bridge,0.2580889106479582,25.80889106479582,29.9155,27.45,LOW
4574,ML-02625,ENGINEERING,Point & Crossing,0.2933927672455413,29.339276724554132,24.627000000000002,27.45,LOW
4575,ML-00402,ENGINEERING,Track,0.23489998202826917,23.489998202826918,33.370999999999995,27.44,LOW
4576,ML-02548,S&T,Signal,0.2322909924462321,23.22909924462321,33.6635,27.4,LOW
4577,ML-01572,ENGINEERING,Bridge,0.2469009403180378,24.69009403180378,31.446833333333338,27.39,LOW
4578,ML-01292,TRD,OHE,0.1672654842736327,16.72654842736327,43.2825,27.35,LOW
4579,ML-04627,TRD,Transformer,0.20831739801591223,20.831739801591223,37.135000000000005,27.35,LOW
4580,ML-00499,TRD,Section Insulator,0.13247511247945482,13.247511247945482,48.454,27.33,LOW
4581,ML-01493,S&T,Point Machine,0.2982236785243136,29.82236785243136,23.594500000000004,27.33,LOW
4582,ML-04823,TRD,Section Insulator,0.23081690879553216,23.081690879553214,33.63916666666667,27.3,LOW
4583,ML-00232,S&T,Signal,0.22497671422600474,22.497671422600472,34.4865,27.29,LOW
4584,ML-03962,ENGINEERING,Bridge,0.28948119226562563,28.948119226562564,24.7965,27.29,LOW
4585,ML-03230,ENGINEERING,Bridge,0.2088886919456833,20.88886919456833,36.815,27.26,LOW
4586,ML-02326,S&T,Axle Counter,0.26692842120667043,26.69284212066704,28.042,27.23,LOW
4587,ML-04633,ENGINEERING,Track,0.24819329023519895,24.819329023519895,30.837,27.23,LOW
4588,ML-01734,TRD,Section Insulator,0.17104332620292045,17.104332620292045,42.342,27.2,LOW
4589,ML-00947,TRD,OHE,0.1615242293275469,16.15242293275469,43.71183333333333,27.18,LOW
4590,ML-01207,ENGINEERING,Track,0.2802463630446358,28.02463630446358,25.902,27.18,LOW
4591,ML-01015,ENGINEERING,Point & Crossing,0.18405363935062805,18.405363935062805,40.339,27.18,LOW
4592,ML-02013,ENGINEERING,Bridge,0.17124274531352143,17.124274531352143,42.226,27.16,LOW
4593,ML-04732,TRD,Section Insulator,0.16480873426779993,16.480873426779993,43.138000000000005,27.14,LOW
4594,ML-00618,TRD,Transformer,0.2925815135313552,29.25815135313552,23.9655,27.14,LOW
4595,ML-01055,TRD,OHE,0.24557165765169325,24.557165765169326,30.9545,27.12,LOW
4596,ML-01492,ENGINEERING,Bridge,0.19502177216893216,19.502177216893216,38.4935,27.1,LOW
4597,ML-02742,TRD,Section Insulator,0.18511679281135687,18.511679281135688,39.94,27.08,LOW
4598,ML-00691,S&T,Axle Counter,0.24832524974859863,24.83252497485986,30.444499999999998,27.08,LOW
4599,ML-03750,ENGINEERING,Bridge,0.2337704594003479,23.37704594003479,32.59616666666667,27.06,LOW
4600,ML-03927,ENGINEERING,Track,0.24506789606670082,24.506789606670083,30.788999999999998,27.02,LOW
4601,ML-04521,ENGINEERING,Point & Crossing,0.24467331998432995,24.467331998432996,30.8255,27.01,LOW
4602,ML-02800,TRD,OHE,0.30164351881841095,30.164351881841096,22.204500000000003,26.98,LOW
4603,ML-01405,TRD,OHE,0.3343860451317693,33.43860451317693,17.299500000000002,26.98,LOW
4604,ML-03578,TRD,Transformer,0.29062090056705653,29.062090056705653,23.841,26.97,LOW
4605,ML-03959,TRD,Section Insulator,0.22547680153523142,22.547680153523142,33.6075,26.97,LOW
4606,ML-04153,TRD,Transformer,0.2312129262696471,23.12129262696471,32.705333333333336,26.95,LOW
4607,ML-04396,ENGINEERING,Point & Crossing,0.157668616611372,15.766861661137199,43.6635,26.93,LOW
4608,ML-00816,ENGINEERING,Track,0.34207127945890065,34.207127945890065,16.018,26.93,LOW
4609,ML-04933,S&T,Axle Counter,0.24659041089883732,24.659041089883733,30.315,26.92,LOW
4610,ML-03694,TRD,Transformer,0.33949674658293943,33.949674658293944,16.374000000000002,26.92,LOW
4611,ML-02517,S&T,Point Machine,0.2158435012197852,21.58435012197852,34.908500000000004,26.91,LOW
4612,ML-03780,ENGINEERING,Bridge,0.28150832293905886,28.150832293905886,25.057000000000002,26.91,LOW
4613,ML-04610,S&T,Axle Counter,0.2952129648375552,29.52129648375552,22.939,26.89,LOW
4614,ML-02389,TRD,Section Insulator,0.24054901683913957,24.054901683913958,31.146,26.89,LOW
4615,ML-04047,TRD,Section Insulator,0.29150966528440836,29.150966528440836,23.4615,26.88,LOW
4616,ML-03378,ENGINEERING,Track,0.2111587472485258,21.115874724852578,35.504000000000005,26.87,LOW
4617,ML-03106,S&T,Point Machine,0.2626943230813375,26.26943230813375,27.741500000000002,26.86,LOW
4618,ML-00511,TRD,Transformer,0.2566422609681289,25.664226096812893,28.643,26.86,LOW
4619,ML-00262,S&T,Axle Counter,0.24164346892521713,24.164346892521714,30.914,26.86,LOW
4620,ML-01277,S&T,Point Machine,0.18501350021017207,18.501350021017206,39.381,26.85,LOW
4621,ML-02306,ENGINEERING,Track,0.31815508850410457,31.815508850410456,19.405,26.85,LOW
4622,ML-04305,TRD,OHE,0.1191341065446628,11.913410654466281,49.228500000000004,26.84,LOW
4623,ML-00248,TRD,OHE,0.28137079242896224,28.137079242896224,24.8915,26.84,LOW
4624,ML-03507,ENGINEERING,Bridge,0.2647410426362756,26.474104263627563,27.3535,26.83,LOW
4625,ML-04327,ENGINEERING,Bridge,0.21090185665777578,21.09018566577758,35.412,26.82,LOW
4626,ML-00701,TRD,OHE,0.2207649672392945,22.076496723929452,33.802,26.77,LOW
4627,ML-03034,TRD,Transformer,0.23006878407660178,23.006878407660178,32.388000000000005,26.76,LOW
4628,ML-01681,S&T,Signal,0.18913665482112993,18.913665482112993,38.513,26.75,LOW
4629,ML-00212,S&T,Signal,0.17538977213159296,17.538977213159296,40.55716666666667,26.75,LOW
4630,ML-04073,S&T,Point Machine,0.27717077130829104,27.717077130829104,25.242,26.73,LOW
4631,ML-03357,ENGINEERING,Track,0.25272061421379705,25.272061421379703,28.8775,26.71,LOW
4632,ML-02581,TRD,Section Insulator,0.15315604227918705,15.315604227918705,43.729666666666674,26.68,LOW
4633,ML-02714,ENGINEERING,Bridge,0.16949261063567156,16.949261063567157,41.187,26.64,LOW
